309148059491782656,"('florida, us', 'united states')",,"[25.72963945, -80.29134692]",quito,,highsandra,"i hate when people say they understand me, you don't understand anything.",sad
309148059743432704,"('perris, ca', 'united states')",perris,"[33.8384772, -117.188044]",arizona,,i_love_h4rry,shannons body is really nice.,happy
309148059969933314,"('west hartford, ct', 'united states')","lee, ma",,central time (us & canada),['getyourshittogether'],slfitzyy,these verizon wireless people are not helping @jessicaseitz01 one bit #getyourshittogether,calm
309148059999277056,"('washington, dc', 'united states')","washington, dc",,eastern time (us & canada),"['isall', 'snowquester', 'what']",mazzie,holding firm at 11 inches. #isall #snowquester #what,sad
309148060628439040,"('terrell, tx', 'united states')",,"[32.722404, -96.2836]",hawaii,,anne_coolbeans,@doug_attaway hey timbo (:,sad
309148060880089088,"('apache junction, az', 'united states')",arizona,"[33.41595568, -111.57413416]",arizona,,colin_mcgann,in what universe is this how you spell my name? @ starbucks http://t.co/7iqwqi8zbq,calm
309148060896882688,"('arizona, us', 'united states')",in the closet,"[32.6025523, -111.3489793]",arizona,,zachy_p00,@tyan_rurner has the best tweets i swear,happy
309148061253394433,"('california, us', 'united states')",two.oh.n9ne,"[37.76974825, -120.93115671]",pacific time (us & canada),,ashhhlicious,good day today... worked at baskin robbins today.. learned new things.. came home.. ate chinese with mom &amp; now with my bff @hailey_deee,happy,chilling
309148061198864384,"('skokie, il', 'united states')",,"[42.0139053, -87.7567261]",eastern time (us & canada),,sahar_jiwani,@timmydonahue3 i'm sorry! hopefully tomorrow i'll be there,happy
309148061425340416,"('', '')",kisumu,"[-1.2853994, 36.8255407]",nairobi,,cjaymax,i really plegde for peace n acceptance to d results ...,happy
309148061794435073,"('massachusetts, us', 'united states')",,"[41.94151753, -70.72640679]",eastern time (us & canada),,naypoop,i always wonder if you think about me as much as i think about you.,happy
309148063535091713,"('san antonio, tx', 'united states')","san antonio,tx ",,central time (us & canada),,cheyannereyes,",sex,sex,sex,sex,sex... ok now that i have your attention, i just wanted to say i love you, your all beautiful ok carry on",sad
309148063526707200,"('wichita, ks', 'united states')",on top of a mammoth,"[37.70714401, -97.26314809]",central time (us & canada),['whatidowheniamalone'],_abovaverage,#whatidowheniamalone listen to music and contemplate becoming batman.,sad
309148061903507458,"('overland park, ks', 'united states')",", the $$$ spot ","[38.98550172, -94.69519456]",atlantic time (canada),,__geelove,nl2 ; in town x mike posner &amp; 2chainnnnz,happy
309148063652536320,"('baltimore, md', 'united states')",baltimore,"[39.37002994, -76.60307634]",central time (us & canada),,swann_flu,@yogabbagabby_ lmfao basically. ill invite you to the wedding.,sad
309148063597985792,"('little elm, tx', 'united states')","little elm , tx",,central time (us & canada),,polodwnthagreat,"i'm bipolar as fuck i'll be in a good mood then snap like "" bitch who the fuck ate my oreos !!!!! imma murder a ho "" 4 seconds later ^_^",angry
309148063849672704,"('durant, ok', 'united states')","durant, ok","[34.01886474, -96.38255332]",none,,krystenmcmillan,that snapchat &gt;&gt;,happy
309148063870644224,"('massachusetts, us', 'united states')",massachusetts,"[41.78956563, -70.54731558]",eastern time (us & canada),,kaseybrochu,@nicolecorbz be right there ;),sad
309148063350530048,"('mishawaka, in', 'united states')",m-town,"[41.67922274, -86.17435376]",none,,ii_smith,@king_beav not luck it's skill,calm
309148064218755073,"('jeffersonville, in', 'united states')",,"[38.29211058, -85.71572011]",pacific time (us & canada),,ovoxo_lexx,"the things i say to shantej, she probably thinks i need a nice long therapy session. lol",happy
309148064390725632,"('murfreesboro, tn', 'united states')","murfreesboro, tn","[35.8677985, -86.3653]",central time (us & canada),,__jenniferlynn0,"haha yea right, i don't believe that!! ""@romanymalco: i'm only a player in the movies. in real life i'm a corny nerd w/hood tendencies.""",sad
309148064671752192,"('columbus, oh', 'united states')","columbus,oh",,eastern time (us & canada),['gobucks'],awileyx3,this is such an exciting game!!!! have to hold on! #gobucks,happy,physical
309148064919195648,"('xfinity live, philadelphia', 'united states')",land of the lost,"[39.90438677, -75.16910076]",eastern time (us & canada),,ashleykaszuba,"i'm at @xfinitylive (philadelphia, pa) w/ 7 others http://t.co/5pesapsggr",angry
309148065321869312,"('hickman, ky', 'united states')",hickman ky,"[36.56927987, -89.1834598]",none,,mzperfect_26,"""@yourmadd: @mzperfect_26 here i come! make 2 lol"" come on boo!!!",sad
309148065367994369,"('dallas, tx', 'united states')",,"[32.66081393, -96.885252]",eastern time (us & canada),,toritoreal9,i hope she's not sleep,calm,relaxing
309148065661587456,"('fort knox, ky', 'united states')",hardly home but always reppin',"[37.91348962, -85.95713564]",central time (us & canada),,kodey_james,"so far away from where you are, these miles have torn us worlds apart, and i miss you, yeah, i miss you.",sad,mental
309148067775516672,"('georgia, us', 'united states')",atlanta ga,"[33.4230663, -84.380512]",eastern time (us & canada),,collegeclubs,@mississippidawn i think they will win this one though,sad
309148067918123008,"('south carolina, us', 'united states')",gawga,"[33.52317401, -82.52721355]",eastern time (us & canada),,xbweezyx,"got homework, don't curr",happy
309148068287225859,"('wilmington, de', 'united states')",in the shadows,"[39.76061076, -75.5329244]",quito,,unskeptical_ant,i'm going to be sleep in five minutes,calm,relaxing
309148068635365376,"('bloomsburg, pa', 'united states')",,"[41.006301, -76.4564059]",none,,buddymcdermott,pound of chicken erryyyday,happy
309148068811526144,"('youngstown, oh', 'united states')",,"[41.061884, -80.65048548]",atlantic time (canada),,_offeneverson_,his career high is 21 lol @ aaron craft,happy
309148068761178114,"('pauh, kota padang', 'indonesia')","padang, sumatera barat","[-0.92845, 100.43597]",bangkok,,amrinalputra,latest blackberry os and faq about your blackberry is here !! kunjungi stand install and upgrade blackberry os @pekanelektro  2013,happy
309148069264519168,"('sioux falls, sd', 'united states')","sioux falls, sd","[43.52185002, -96.67455162]",mountain time (us & canada),['lazy'],shayna_berke,i refuse to leave this couch for the rest of break. #lazy,angry,relaxing
309148069667168256,"('watertown, ct', 'united states')",clouds,"[41.61860944, -73.1102163]",none,,jaydoug12,halos break too then them horns wanna come our and play,angry,physical
309148069675556867,"('portsmouth, va', 'united states')",,"[36.81543713, -76.3333601]",eastern time (us & canada),,missprettydreaa,@steph_roxanne oh well ion know,sad
309148069914607620,"('fraser valley, british columbia', 'canada')","abbotsford, british columbia","[49.02414533, -122.21882397]",atlantic time (canada),,wallingmaryanne,"watch, my best friend is going to fucking kill himself because of you. fucking hell, you're just like all them. never think anything through",angry
309148069872664576,"('knoxville, tn', 'united states')",knoxville,"[35.96776, -84.0270092]",eastern time (us & canada),,travtwit,well drew thompson is the damn local cop in # justified,happy
309148070401146880,"('coachella, ca', 'united states')",oakland.,"[33.6799475, -116.17642975]",pacific time (us & canada),,xo_anqie,when the smell of weed just hits you &gt;,happy
309148070472462337,"('roseville, mi', 'united states')",,"[42.48151802, -82.95002729]",quito,,_shewaslike,whether you said her name or not you still said it. niggas be mad they don't get none so they put other people shit on the social network,
309148070677987329,"('', '')","ngong , kenya","[-1.384349, 36.6966776]",nairobi,,sarahmaitho,the morning after,sad
309148071835607040,"('taunton, ma', 'united states')",,"[41.85316112, -71.01369445]",hawaii,,_larry_hoover_,transformation tuesday might be worse than throw back thursday,angry,relaxing
309148071630077953,"('kota kinabalu, bahagian pantai barat', 'malaysia')","sabah, kota kinabalu","[5.97591877, 116.09557343]",kuala lumpur,,fai93,@merylcyrella miss u too my love. i still owe u birthday outing. we go makan lah.,happy
309148072104042496,"('queens, ny', 'united states')","astoria, new york",,eastern time (us & canada),,punkystarshine,"@tvwithapb hahaha 1.5 seasons?! prioritize this one, girl!",happy
309148072447983616,"('providence, ri', 'united states')",rhode island,"[41.80308278, -71.42988699]",none,['waitntohavedessert'],sonsgoind1,well 2 outta 4 children have had 2nds..... lets see if the other 2 do!!! my first plate filled me so no 2nds for me #waitntohavedessert,calm
309148072552833024,"('carver, ma', 'united states')",carver,"[41.90195081, -70.79770943]",central time (us & canada),,kileyallover,the only person i talked to today is my mom and molly,happy
309148072754159616,"('mesa, az', 'united states')","mesa, az","[33.45779489, -111.68324823]",arizona,,annacondaaa,where are you? and i'm so sorry.,sad
309148072947097601,"('mclean, va', 'united states')",washington d.c and palm beach,"[38.96629664, -77.20718217]",central time (us & canada),,kingctforlife,as i get older i'm less impressed and happy with snow,happy
309148073060343809,"('south carolina, us', 'united states')",aau basketball court,"[34.08643542, -82.83781323]",central time (us & canada),,jarmel_mc8,@shesa_handful lol very new and hoodie was big,angry
309148073232318464,"('pasar kliwon, surakarta', 'indonesia')",indonesia,"[-7.54202695, 110.83823407]",jakarta,,maharanihapsari,i just ousted @mariachrestella as the mayor of popeye chicken express on @foursquare! http://t.co/sxjrby3gor,happy
309148071974031360,"('lincoln, ri', 'united states')",cumberland ri,"[41.9756876, -71.4832038]",eastern time (us & canada),,chadbaconator,@dhunttt ill step on your toe,
309148073496571904,"('schaumburg, il', 'united states')",,"[42.05294205, -88.08053488]",mountain time (us & canada),,okoksure,fucked yo bitch tonight but don't worry you can have her back.,angry,relaxing
309148073165205505,"('jersey city, nj', 'united states')",outta this world ;d,"[40.71731817, -74.08605192]",atlantic time (canada),,ayechris3,i was the happiest boy ever thanks to you why would i intentionally ruin it? thats my question,sad
309148073962135552,"('baltimore, md', 'united states')",philly/baltimore,,quito,,rmc031,"well, this remains: http://t.co/1gfcel8k9x mt: @wsj  dow hits highest closing level ever, finally overcoming losses tied to financial crisis",calm
309148074100539392,"('grove city, oh', 'united states')",,"[39.88997214, -83.06901145]",eastern time (us & canada),,iamjulianj,listening to the buckeye game on the radio on the ride home in the heaviest snow i've seen since 2011. not one tow truck spotted,happy,physical
309148076088647680,"('riviera beach, fl', 'united states')",,"[26.7960429, -80.09857119]",central time (us & canada),['absolutebless'],brandon_jtorres,and baseball starts in a month @bittlemethis #absolutebless,calm
309148075979587584,"('ames, ia', 'united states')",,"[42.02241, -93.63958]",central time (us & canada),,blake_nelson5,stromer with the game winning 3,happy,physical
309148076029915137,"('east st. louis, il', 'united states')",cayciville (:,"[38.58918793, -90.04732285]",mountain time (us & canada),,caycil,@junior7_4 lol okay tht better be true,sad
309148076126400514,"('brooklyn center, mn', 'united states')","minneapolis, mn & ibadan","[45.07614313, -93.29012373]",central time (us & canada),,tayomarciano,"it dont matter to me, i can't be associating with my friend's wife/girlfriend.",angry
309148076201877504,"('lebanon, me', 'united states')","rochester, nh","[43.34441284, -70.96444228]",atlantic time (canada),,savyxo97,"lust aint love, if you know the difference",happy
309148075769884674,"('tulare, ca', 'united states')",,"[36.2150355, -119.3534072]",arizona,,cesargon36,"i miss @thatflipinokid . he was awkwardly awesome and funny. plus, he always helped me with geometry.",happy
309148076466114560,"('beverly hills, ca', 'united states')",u.s.,"[34.06687668, -118.41005176]",central time (us & canada),,b3peo,"preparing for dinner at ""sur"" in beverly hills. honestly, it looks really nice!!!",happy
309148076742963200,"('peel, ontario', 'canada')",unknown,,central time (us & canada),,mrrightt_,wen kobe has that look...,angry
309148076776509440,"('dayton, oh', 'united states')",,"[39.8251871, -84.1075332]",none,,jasmine_fox1,@ipoloeverything omg how do you know about thiisss????? that kid followed me around wal-mart in the summer i was scared d;,happy
309148076910710784,"('texas, us', 'united states')",lh,"[30.7238618, -97.9326212]",central time (us & canada),,paigecarlisle,@prescottshirley prescott....you're just too kind..,angry
309148077070098432,"('alabama, us', 'united states')", iim where the $ at,"[31.6176315, -87.8667418]",central time (us & canada),,iionqiiv_afxk,"so many claim real,, less action showing it!!",sad
309148077271441408,"('', '')",pampanga/quezon city,"[14.6188443, 121.0629265]",none,,gorgeous_sam,"""success is stumbling from failure to failure with no loss of enthusiasm""- winston chirchill",sad
309148077397258242,"('birmingham, al', 'united states')",paper trail,"[33.63539586, -86.70928869]",pacific time (us & canada),,ambzn93,i miss touching on yu.....,happy
309148077321777152,"('kentucky, us', 'united states')",,"[37.58604249, -84.2638889]",atlantic time (canada),,l_boots22,worrying will never change the outcome.,calm
309148077401448449,"('owensboro, ky', 'united states')",kentucky,"[37.74990578, -87.10784928]",eastern time (us & canada),,cassmckinn20,@aimeewetzel @jaymeson10 i totally forgot about jaymes hair cut being that short,sad,relaxing
309148077447585792,"('pensacola, fl', 'united states')","pensacola, fl","[30.5036549, -87.1844847]",central time (us & canada),,hbkfan20,@realscottyriggs @theraveneffect well raven lives in his own world,happy
309148077476954113,"('hope, ar', 'united states')",area 51,"[33.6571653, -93.5973042]",hawaii,,lildvllvs,"on my mama yu won't @ them people names, boo !!",happy
309148077510492160,"('staten island, ny', 'united states')",new york,"[40.62859258, -74.15032695]",central time (us & canada),,krystinalorenx3,i'm just thinkin bout all the shows i have catch up on...,happy
309148077749571584,"('', '')",quezon city philippines,"[14.65628475, 121.03044391]",pacific time (us & canada),,lavilynhysthea,lunch with dad! :d (@ kenny rogers roasters) http://t.co/bhnvjlfzyp,calm
309148079649615872,"('bath, oh', 'united states')",ohio ,"[39.79001915, -84.06722029]",eastern time (us & canada),,darianross7,@swissmiss_24 i know. fuck iu and those refs!,angry
309148080505225217,"('burnley, lancashire', 'united kingdom')",burnley,"[53.78767287, -2.23583985]",casablanca,['scotchlegend'],dechughes91,@stansfield90 i no mate yea very brave but was a good call fergie noes what hes doing #scotchlegend,happy
309148080568156160,"('kiantone, ny', 'united states')",jamestown ny,"[42.06533046, -79.2047883]",arizona,['yuck'],allyboskat,if i was a guy and my girlfriend had better abs than me it would be over. #yuck,angry
